code,circular,line,direction,destiny,origin
35210,true,N843,2,PQ. ARARIBA,TERM. CAPELINHA
2442,true,N843,1,PQ. ARARIBA,TERM. CAPELINHA
2486,false,1012,1,TERM JD BRITÂNIA,JD MONTE BELO
35254,false,1012,2,TERM JD BRITÂNIA,JD MONTE BELO
34998,true,1015,2,CHÁCARA MARIA TRINDADE,TERM JD. BRITÂNIA
2230,true,1015,1,CHÁCARA MARIA TRINDADE,TERM JD. BRITÂNIA
33599,false,1016,2,CENTER NORTE,CEMITERIO DO HORTO
831,false,1016,1,CENTER NORTE,CEMITERIO DO HORTO
2141,false,1017,1,CONEXÃO VILA IORIO,PERUS
34909,false,1017,2,CONEXÃO VILA IORIO,PERUS
832,false,1018,1,METRÔ SANTANA,VILA ROSA
33600,false,1018,2,METRÔ SANTANA,VILA ROSA
33601,false,1021,2,TERMINAL PIRITUBA,COHAB BRASILÂNDIA
833,false,1021,1,TERMINAL PIRITUBA,COHAB BRASILÂNDIA
35070,false,1024,2,CONEXÃO PETRÔNIO PORTELA,JD. CAROMBE
2302,false,1024,1,CONEXÃO PETRÔNIO PORTELA,JD. CAROMBE
2303,false,1025,1,CONEXÃO PETRÔNIO PORTELA,JD. CAROMBE
35071,false,1025,2,CONEXÃO PETRÔNIO PORTELA,JD. CAROMBE
2306,false,1026,1,CONEXÃO PETRÔNIO PORTELA,VILA IARA
35074,false,1026,2,CONEXÃO PETRÔNIO PORTELA,VILA IARA
2452,false,1034,1,CONEXÃO VILA IÓRIO,VILA IARA
35220,false,1034,2,CONEXÃO VILA IÓRIO,VILA IARA
2453,false,1036,1,CONEXÃO VILA IÓRIO,COHAB BRASILÂNDIA
35221,false,1036,2,CONEXÃO VILA IÓRIO,COHAB BRASILÂNDIA
33284,false,106A,2,ITAIM BIBI,METRÔ SANTANA
516,false,106A,1,ITAIM BIBI,METRÔ SANTANA
621,false,107T,1,TERMINAL PINHEIROS,METRÔ TUCURUVI
33389,false,107T,2,TERMINAL PINHEIROS,METRÔ TUCURUVI
33390,false,107T,2,TERMINAL PINHEIROS ,METRÔ TUCURUVI
622,false,107T,1,TERMINAL PINHEIROS ,METRÔ TUCURUVI
33427,false,1156,2,PCA. DO CORREIO,VILA SABRINA
659,false,1156,1,PCA. DO CORREIO,VILA SABRINA
34898,false,1156,2,PRAÇA DO CORREIO,VILA SABRINA
2130,false,1156,1,PRAÇA DO CORREIO,VILA SABRINA
32897,false,1177,2,ESTAÇÃO DA LUZ,TERM. A.E. CARVALHO
129,false,1177,1,ESTAÇÃO DA LUZ,TERM. A.E. CARVALHO
1831,false,1177,1,ESTAÇÃO DA LUZ,TERM. A. E. CARVALHO
34599,false,1177,2,ESTAÇÃO DA LUZ,TERM. A. E. CARVALHO
32898,false,1177,2,TERM. PQ.D. PEDRO II,ENGENHEIRO GOULART
130,false,1177,1,TERM. PQ.D. PEDRO II,ENGENHEIRO GOULART
32900,false,1178,2,PCA. DO CORREIO,SAO MIGUEL
132,false,1178,1,PCA. DO CORREIO,SAO MIGUEL
34580,false,1178,2,PCA. DO CORREIO,SAO MIGUEL
1812,false,1178,1,PCA. DO CORREIO,SAO MIGUEL
2009,false,1178,1,PCA. DO CORREIO,ABEL TAVARES
34777,false,1178,2,PCA. DO CORREIO,ABEL TAVARES
34778,false,1178,2,SAO MIGUEL,PCA. DO CORREIO
2010,false,1178,1,SAO MIGUEL,PCA. DO CORREIO
32901,false,1178,2,PCA. DO CORREIO,CONJ. HAB.VL.SILVIA
133,false,1178,1,PCA. DO CORREIO,CONJ. HAB.VL.SILVIA
33287,false,118C,2,METRÔ SANTA CECÍLIA,JD. PERY ALTO
519,false,118C,1,METRÔ SANTA CECÍLIA,JD. PERY ALTO
520,false,118C,1,ESTAÇÃO DA LUZ,PARADA PINTO
33288,false,118C,2,ESTAÇÃO DA LUZ,PARADA PINTO
33289,false,118C,2,JD.PERY ALTO,ESTAÇÃO DA LUZ
521,false,118C,1,JD.PERY ALTO,ESTAÇÃO DA LUZ
523,false,118C,1,JD. PERY ALTO,SHOPPING - D
33291,false,118C,2,JD. PERY ALTO,SHOPPING - D
841,false,118Y,1,LAPA,LAUZANE PAULISTA
33609,false,118Y,2,LAPA,LAUZANE PAULISTA
661,false,119C,1,TERM.PRINCESA ISABEL,VILA SABRINA
33429,false,119C,2,TERM.PRINCESA ISABEL,VILA SABRINA
35041,false,119L,2,TERMINAL LAPA,VILA SULINA
2273,false,119L,1,TERMINAL LAPA,VILA SULINA
33610,true,1206,2,CORREIO,PQ. VILA MARIA
842,true,1206,1,CORREIO,PQ. VILA MARIA
33459,true,121G,2,METRÔ TUCURUVI,PQ. NOVO MUNDO
691,true,121G,1,METRÔ TUCURUVI,PQ. NOVO MUNDO
843,false,128Y,1,LAPA,JD. PERY ALTO
33611,false,128Y,2,LAPA,JD. PERY ALTO
2304,false,129F,1,METRÔ BARRA FUNDA,CONEXÃO PETRÔNIO PORTELA
35072,false,129F,2,METRÔ BARRA FUNDA,CONEXÃO PETRÔNIO PORTELA
35073,false,129F,2,PRAÇA DO CORREIO,CONEXÃO PETRÔNIO PORTELA
2305,false,129F,1,PRAÇA DO CORREIO,CONEXÃO PETRÔNIO PORTELA
35219,false,139A,2,LAPA,VILA IÓRIO
2451,false,139A,1,LAPA,VILA IÓRIO
531,false,148L,1,LAPA,COHAB ANTARTICA
33299,false,148L,2,LAPA,COHAB ANTARTICA
534,false,148P,1,Term. Barra Funda,Jardim Pery
33302,false,148P,2,Term. Barra Funda,Jardim Pery
33613,true,1701,2,CARANDIRU,JOVA RURAL
845,true,1701,1,CARANDIRU,JOVA RURAL
2476,true,1701,1,METRÔ TUCURUVI,JOVA RURAL
35244,true,1701,2,METRÔ TUCURUVI,JOVA RURAL
35245,true,1701,2,METRÔ TUCURUVI,JOVA RURAL
2477,true,1701,1,METRÔ TUCURUVI,JOVA RURAL
846,false,1702,1,TIETE,JOVA RURAL
33614,false,1702,2,TIETE,JOVA RURAL
847,false,1703,1,CENTER NORTE,JD. FONTALIS
33615,false,1703,2,CENTER NORTE,JD. FONTALIS
849,false,1705,1,METRÔ TUCURUVI,JD. SAO JOAO
33617,false,1705,2,METRÔ TUCURUVI,JD. SAO JOAO
33619,true,1709,2,METRÔ TUCURUVI,JD. JOANA D'ARC
851,true,1709,1,METRÔ TUCURUVI,JD. JOANA D'ARC
34735,false,1709,2,METRÔ TUCURUVI,JD. JOAMAR
1967,false,1709,1,METRÔ TUCURUVI,JD. JOAMAR
863,false,1720,1,CANTAREIRA,JD. GUANCA
33631,false,1720,2,CANTAREIRA,JD. GUANCA
1937,true,1720,1,METRÔ TUCURUVI,VILA SABRINA
34705,true,1720,2,METRÔ TUCURUVI,VILA SABRINA
666,true,1721,1,METRÔ CARANDIRU,VILA SABRINA
33434,true,1721,2,METRÔ CARANDIRU,VILA SABRINA
864,false,1722,1,METRÔ TUCURUVI,JD. MARINA
33632,false,1722,2,METRÔ TUCURUVI,JD. MARINA
34171,false,1726,2,METRÔ SANTANA,VILA ZILDA
1403,false,1726,1,METRÔ SANTANA,VILA ZILDA
34855,false,1726,2,METRÔ SANTANA,CLUBE PLÊIADES
2087,false,1726,1,METRÔ SANTANA,CLUBE PLÊIADES
33624,false,172J,2,TATUAPE,JD. BRASIL
856,false,172J,1,TATUAPE,JD. BRASIL
33625,false,172K,2,METRÔ TATUAPÉ,JD. TREMEMBE
857,false,172K,1,METRÔ TATUAPÉ,JD. TREMEMBE
664,false,172N,1,METRÔ BELÉM,SHOP. CENTER NORTE
33432,false,172N,2,METRÔ BELÉM,SHOP. CENTER NORTE
34569,false,172N,2,METRÔ BELÉM,UNINOVE
1801,false,172N,1,METRÔ BELÉM,UNINOVE
34813,false,172N,2,METRÔ BELÉM,CATUMBI
2045,false,172N,1,METRÔ BELÉM,CATUMBI
858,false,172P,1,METRÔ BELÉM,VILA ZILDA
33626,false,172P,2,METRÔ BELÉM,VILA ZILDA
33627,false,172R,2,METRÔ BELÉM,JAÇANÃ
859,false,172R,1,METRÔ BELÉM,JAÇANÃ
33628,false,172U,2,MOOCA,CEM.PQ.DOS PINHEIROS
860,false,172U,1,MOOCA,CEM.PQ.DOS PINHEIROS
861,false,172X,1,METRÔ TATUAPÉ,PQ. NOVO MUNDO
33629,false,172X,2,METRÔ TATUAPÉ,PQ. NOVO MUNDO
33630,false,172Y,2,METRÔ BELÉM,VILA CONSTANÇA
862,false,172Y,1,METRÔ BELÉM,VILA CONSTANÇA
33633,true,1730,2,SANTANA,CENTER NORTE
865,true,1730,1,SANTANA,CENTER NORTE
33439,false,1732,2,METRÔ SANTA CECÍLIA,VILA SABRINA
671,false,1732,1,METRÔ SANTA CECÍLIA,VILA SABRINA
672,false,1738,1,METRÔ SANTANA,VILA CONSTANCIA
33440,false,1738,2,METRÔ SANTANA,VILA CONSTANCIA
33307,false,1741,2,METRÔ SANTANA,VILA DIONISIA
539,false,1741,1,METRÔ SANTANA,VILA DIONISIA
540,false,1741,1,METRÔ SANTANA,CONS. MOREIRA BARROS
33308,false,1741,2,METRÔ SANTANA,CONS. MOREIRA BARROS
33310,false,1742,2,METRÔ SANTANA,JD. ANTARTICA
542,false,1742,1,METRÔ SANTANA,JD. ANTARTICA
543,false,1743,1,SHOPPING D,JD. PERY ALTO
33311,false,1743,2,SHOPPING D,JD. PERY ALTO
33312,false,1744,2,METRÔ SANTANA,LAUZANE PAULISTA
544,false,1744,1,METRÔ SANTANA,LAUZANE PAULISTA
546,false,1745,1,SHOP. CENTER NORTE,VL.NOVA CACHOEIRINHA
33314,false,1745,2,SHOP. CENTER NORTE,VL.NOVA CACHOEIRINHA
1829,false,1745,1,VILA NOVA CACHOEIRINHA,UNIP - VILA GUILHERME
34597,false,1745,2,VILA NOVA CACHOEIRINHA,UNIP - VILA GUILHERME
33441,false,174M,2,MUSEU DO IPIRANGA,JD. BRASIL
673,false,174M,1,MUSEU DO IPIRANGA,JD. BRASIL
33315,false,1756,2,METRÔ SANTANA,PEDRA BRANCA
547,false,1756,1,METRÔ SANTANA,PEDRA BRANCA
33316,true,1757,2,METRÔ SANTANA - CIRCULAR,CONJ. DOS BANCARIOS
548,true,1757,1,METRÔ SANTANA - CIRCULAR,CONJ. DOS BANCARIOS
552,false,1758,1,METRÔ SANTANA,JD. ANTARTICA
33320,false,1758,2,METRÔ SANTANA,JD. ANTARTICA
33321,false,1759,2,METRÔ SANTANA,JD. PERY
553,false,1759,1,METRÔ SANTANA,JD. PERY
554,false,1759,1,METRÔ SANTANA,AV. PERI RONCHETTI
33322,false,1759,2,METRÔ SANTANA,AV. PERI RONCHETTI
555,false,1759,1,METRÔ SANTANA,JD. PERY
33323,false,1759,2,METRÔ SANTANA,JD. PERY
675,false,175P,1,ANA ROSA,METRÔ SANTANA
33443,false,175P,2,ANA ROSA,METRÔ SANTANA
623,false,175T,1,METRÔ JABAQUARA,METRÔ SANTANA
33391,false,175T,2,METRÔ JABAQUARA,METRÔ SANTANA
557,false,1760,1,SHOP. CENTER NORTE,COHAB ANTARTICA
33325,false,1760,2,SHOP. CENTER NORTE,COHAB ANTARTICA
34598,false,1760,2,COHAB ANTÁRTICA,UNIP - VILA GUILHERME
1830,false,1760,1,COHAB ANTÁRTICA,UNIP - VILA GUILHERME
33393,false,1764,2,METRÔ SANTANA,JD. CORISCO
625,false,1764,1,METRÔ SANTANA,JD. CORISCO
34706,false,1764,2,METRÔ PARADA INGLESA,CEMIT. PQ. DA CANTAREIRA
1938,false,1764,1,METRÔ PARADA INGLESA,CEMIT. PQ. DA CANTAREIRA
33395,true,1766,2,METRÔ SANTANA,JD. CABUÇU
627,true,1766,1,METRÔ SANTANA,JD. CABUÇU
33396,false,1767,2,METRÔ TUCURUVI,EDU CHAVES
628,false,1767,1,METRÔ TUCURUVI,EDU CHAVES
634,false,1771,1,METRÔ SANTANA,VILA ZILDA
33402,false,1771,2,METRÔ SANTANA,VILA ZILDA
635,false,1772,1,METRÔ TUCURUVI,JD. FILHOS DA TERRA
33403,false,1772,2,METRÔ TUCURUVI,JD. FILHOS DA TERRA
637,false,1773,1,MANDAQUI,CEM.PQ.DOS PINHEIROS
33405,false,1773,2,MANDAQUI,CEM.PQ.DOS PINHEIROS
638,false,1775,1,CENTER NORTE,VILA ALBERTINA
33406,false,1775,2,CENTER NORTE,VILA ALBERTINA
1789,true,1778,1,METRÔ SANTANA,JAÇANÂ
34557,true,1778,2,METRÔ SANTANA,JAÇANÂ
33398,false,177H,2,CIDADE UNIVERSITÁRIA,METRÔ SANTANA
630,false,177H,1,CIDADE UNIVERSITÁRIA,METRÔ SANTANA
33399,true,177H,2,PINHEIROS,METRÔ SANTANA
631,true,177H,1,PINHEIROS,METRÔ SANTANA
867,false,177Y,1, TERMINAL PINHEIROS,METRÔ BARRA FUNDA
33635,false,177Y,2, TERMINAL PINHEIROS,METRÔ BARRA FUNDA
869,false,1780,1,TERM. PARADA INGLESA,JD. HEBRON
33637,false,1780,2,TERM. PARADA INGLESA,JD. HEBRON
643,true,1782,1,METRÔ SANTANA - CIRCULAR,VILA NOVA GALVAO
33411,true,1782,2,METRÔ SANTANA - CIRCULAR,VILA NOVA GALVAO
644,false,1783,1,METRÔ SANTANA,CACHOEIRA
33412,false,1783,2,METRÔ SANTANA,CACHOEIRA
2046,false,1783,1,METRÔ SANTANA,JD. LABITARY
34814,false,1783,2,METRÔ SANTANA,JD. LABITARY
34707,false,1783,2,METRÔ PARADA INGLESA,JD. LABITARY
1939,false,1783,1,METRÔ PARADA INGLESA,JD. LABITARY
34584,false,1785,2,METRÔ SANTANA,VILA AURORA
1816,false,1785,1,METRÔ SANTANA,VILA AURORA
649,false,1786,1,METRÔ SANTANA,VILA ALBERTINA
33417,false,1786,2,METRÔ SANTANA,VILA ALBERTINA
33418,false,1787,2,METRÔ SANTANA,VILA MARIETA
650,false,1787,1,METRÔ SANTANA,VILA MARIETA
33421,false,1788,2,METRÔ SANTANA,JD. FONTALIS
653,false,1788,1,METRÔ SANTANA,JD. FONTALIS
654,false,1788,1,METRÔ SANTANA,JD. CAMPO LIMPO
33422,false,1788,2,METRÔ SANTANA,JD. CAMPO LIMPO
558,false,178A,1,LAPA,METRÔ SANTANA
33326,false,178A,2,LAPA,METRÔ SANTANA
560,false,178L,1,HOSP. DAS CLINICAS,LAUZANE PAULISTA
33328,false,178L,2,HOSP. DAS CLINICAS,LAUZANE PAULISTA
33333,false,178T,2,CEASA,METRÔ SANTANA
565,false,178T,1,CEASA,METRÔ SANTANA
33636,false,178Y,2,METRÔ JD. SÃO PAULO,VILA AMELIA
868,false,178Y,1,METRÔ JD. SÃO PAULO,VILA AMELIA
34993,false,178Y,2,METRÔ JD. SÃO PAULO,CONJ. DOS BANCARIOS
2225,false,178Y,1,METRÔ JD. SÃO PAULO,CONJ. DOS BANCARIOS
680,false,179X,1,METRÔ BARRA FUNDA,JD. FONTALIS
33448,false,179X,2,METRÔ BARRA FUNDA,JD. FONTALIS
2450,false,189L,1,LAPA,CONEXÃO VILA IÓRIO
35218,false,189L,2,LAPA,CONEXÃO VILA IÓRIO
2135,false,199D,1,TERMINAL PINHEIROS,CONEXÃO VILA IORIO
34903,false,199D,2,TERMINAL PINHEIROS,CONEXÃO VILA IORIO
33479,true,2002,2,TERM. BANDEIRA,TERM. PQ. D.PEDRO II
711,true,2002,1,TERM. BANDEIRA,TERM. PQ. D.PEDRO II
892,false,2004,1,EST. CPTM GUAIANAZES,JD. NSA. SRA. DO CAMINHO
33660,false,2004,2,EST. CPTM GUAIANAZES,JD. NSA. SRA. DO CAMINHO
893,true,2005,1,SAO MIGUEL (CIRC.),JD. ROMANO
33661,true,2005,2,SAO MIGUEL (CIRC.),JD. ROMANO
895,false,2006,1,EST. CPTM ITAIM PAULISTA,CIDADE KEMEL I
33663,false,2006,2,EST. CPTM ITAIM PAULISTA,CIDADE KEMEL I
33664,false,2007,2,CPTM ITAIM PAULISTA,CIDADE KEMEL II
896,false,2007,1,CPTM ITAIM PAULISTA,CIDADE KEMEL II
33665,false,2008,2,ESTACAO ITAIM,JD. NSA.SRA. CAMINHO
897,false,2008,1,ESTACAO ITAIM,JD. NSA.SRA. CAMINHO
1525,false,2008,1,ITAIM PAULISTA,JD. MIRIAM
34293,false,2008,2,ITAIM PAULISTA,JD. MIRIAM
898,false,2009,1,GUAIANAZES,JD. ROBRU
33666,false,2009,2,GUAIANAZES,JD. ROBRU
34872,false,2010,2,SHOPPING D,JARDIM BRASIL
2104,false,2010,1,SHOPPING D,JARDIM BRASIL
2126,false,2010,1,METRÔ SANTANA,JD. BRASIL
34894,false,2010,2,METRÔ SANTANA,JD. BRASIL
34904,false,2011,2,METRÔ SANTANA,EDU CHAVES
2136,false,2011,1,METRÔ SANTANA,EDU CHAVES
2281,true,2012,1,METRÔ TIETÊ,VILA EDE
35049,true,2012,2,METRÔ TIETÊ,VILA EDE
33667,false,2013,2,CACHOEIRINHA,COHAB ANTARTICA
899,false,2013,1,CACHOEIRINHA,COHAB ANTARTICA
33668,false,2014,2,METRÔ BARRA FUNDA,JD. PERY ALTO
900,false,2014,1,METRÔ BARRA FUNDA,JD. PERY ALTO
33670,false,2016,2,SAO MIGUEL,JD. DAS OLIVEIRAS
902,false,2016,1,SAO MIGUEL,JD. DAS OLIVEIRAS
33671,true,2017,2,SAO MIGUEL (CIRC.),JD. ROBRU
903,true,2017,1,SAO MIGUEL (CIRC.),JD. ROBRU
33673,false,2019,2,SHOPPING PENHA,PQ. PAINEIRAS
905,false,2019,1,SHOPPING PENHA,PQ. PAINEIRAS
35030,false,2020,2,METRÔ PARADA INGLESA,HORTO FLORESTAL
2262,false,2020,1,METRÔ PARADA INGLESA,HORTO FLORESTAL
906,false,2021,1,ESTACAO GUAIANAZES,JD. BANDEIRANTES
33674,false,2021,2,ESTACAO GUAIANAZES,JD. BANDEIRANTES
33132,false,2022,2,TERM. A.E. CARVALHO,JD. DOS IPES
364,false,2022,1,TERM. A.E. CARVALHO,JD. DOS IPES
365,false,2022,1,PQ. D. PEDRO II,JD. DOS IPES
33133,false,2022,2,PQ. D. PEDRO II,JD. DOS IPES
2260,true,2023,1,METRÔ TUCURUVI (Circular),CACHOEIRA
35028,true,2023,2,METRÔ TUCURUVI (Circular),CACHOEIRA
2261,true,2024,1,CACHOEIRA-DIB,CIRCULAR
35029,true,2024,2,CACHOEIRA-DIB,CIRCULAR
2267,false,2025,1,SANTANA,VILA NOVA GALVAO
35035,false,2025,2,SANTANA,VILA NOVA GALVAO
2269,false,2026,1,PQ. NOVO MUNDO,JACANA
35037,false,2026,2,PQ. NOVO MUNDO,JACANA
2263,true,2028,1,METRÔ TUCURUVI,VILA AYROSA
35031,true,2028,2,METRÔ TUCURUVI,VILA AYROSA
35038,true,2029,2,METRÔ TUCURUVI,JD. FONTALIS
2270,true,2029,1,METRÔ TUCURUVI,JD. FONTALIS
2264,true,2030,1,METRÔ SANTANA,LAUZANE PAULISTA
35032,true,2030,2,METRÔ SANTANA,LAUZANE PAULISTA
33135,false,2031,2,TERM. A.E. CARVALHO,CIDADE KEMEL II
367,false,2031,1,TERM. A.E. CARVALHO,CIDADE KEMEL II
2266,true,2032,1,METRÔ CARANDIRU,PQ. EDU CHAVES
35034,true,2032,2,METRÔ CARANDIRU,PQ. EDU CHAVES
32972,false,2041,2,TERM. PENHA,VILA NOVA SILVIA
204,false,2041,1,TERM. PENHA,VILA NOVA SILVIA
259,false,2058,1,GUAIANAZES,TERM. SAO MIGUEL
33027,false,2058,2,GUAIANAZES,TERM. SAO MIGUEL
260,false,2059,1,GUAIANAZES,SAO MIGUEL
33028,false,2059,2,GUAIANAZES,SAO MIGUEL
134,true,2060,1,METRÔ ARTUR ALVIM,TERM. A.E. CARVALHO
32902,true,2060,2,METRÔ ARTUR ALVIM,TERM. A.E. CARVALHO
368,false,2076,1,TERM. PENHA,JD. OLIVEIRAS
33136,false,2076,2,TERM. PENHA,JD. OLIVEIRAS
33138,true,2079,2,ESTAÇÃO ITAIM PAULISTA (circular),JD. NELIA
370,true,2079,1,ESTAÇÃO ITAIM PAULISTA (circular),JD. NELIA
371,false,2080,1,TERM. ARICANDUVA,CID. KEMEL
33139,false,2080,2,TERM. ARICANDUVA,CID. KEMEL
372,false,2088,1,TERM. A.E. CARVALHO,CONJ. ENCOSTA NORTE
33140,false,2088,2,TERM. A.E. CARVALHO,CONJ. ENCOSTA NORTE
2478,false,208M,1,TERM. PINHEIROS,METRÔ SANTANA
35246,false,208M,2,TERM. PINHEIROS,METRÔ SANTANA
32975,false,208V,2,PQ. D. PEDRO II,TERM. A.E.CARVALHO
207,false,208V,1,PQ. D. PEDRO II,TERM. A.E.CARVALHO
2301,false,209P,1,TERMINAL PINHEIROS,CACHOEIRINHA
35069,false,209P,2,TERMINAL PINHEIROS,CACHOEIRINHA
34984,false,209P,2,TERM. PINHEIROS,CACHOEIRINHA
2216,false,209P,1,TERM. PINHEIROS,CACHOEIRINHA
34984,false,209P,2,TERM. PINHEIROS,CACHOEIRINHA
2216,false,209P,1,TERM. PINHEIROS,CACHOEIRINHA
33481,false,2100,2,PCA. DA SÉ,TERM. VILA CARRÃO
713,false,2100,1,PCA. DA SÉ,TERM. VILA CARRÃO
33482,true,2101,2,PÇA. DA SÉ,PÇA. SILVIO ROMERO
714,true,2101,1,PÇA. DA SÉ,PÇA. SILVIO ROMERO
715,true,2101,1,VILA PRUDENTE,PÇA. SILVIO ROMERO
33483,true,2101,2,VILA PRUDENTE,PÇA. SILVIO ROMERO
2255,false,2104,1,TERM. PQ. D. PEDRO II,METRÔ SANTANA
35023,false,2104,2,TERM. PQ. D. PEDRO II,METRÔ SANTANA
2247,false,2105,1,LGO. DA CONCORDIA,JD. FILHOS DA TERRA
35015,false,2105,2,LGO. DA CONCORDIA,JD. FILHOS DA TERRA
35033,false,211L,2,LAPA,MANDAQUI
2265,false,211L,1,LAPA,MANDAQUI
154,true,211V,1,PENHA (circular),VILA PARANAGUA
32922,true,211V,2,PENHA (circular),VILA PARANAGUA
692,false,2123,1,LIBERDADE,VILA MEDEIROS
33460,false,2123,2,LIBERDADE,VILA MEDEIROS
33461,false,2127,2,LIBERDADE,JD. BRASIL
693,false,2127,1,LIBERDADE,JD. BRASIL
907,false,213C,1,ITAIM PAULISTA,VILA CALIFORNIA 
33675,false,213C,2,ITAIM PAULISTA,VILA CALIFORNIA 
33676,false,213C,2,ITAIM PAULISTA ,VILA CALIFORNIA
908,false,213C,1,ITAIM PAULISTA ,VILA CALIFORNIA
33462,false,2161,2,PRAÇA DO CORREIO ,PARQUE EDU CHAVES
694,false,2161,1,PRAÇA DO CORREIO ,PARQUE EDU CHAVES
695,true,2171,1,PQ. D.PEDRO II,VILA SABRINA
33463,true,2171,2,PQ. D.PEDRO II,VILA SABRINA
697,true,2175,1,PÇA. DA SÉ,JD. GUANCA
33465,true,2175,2,PÇA. DA SÉ,JD. GUANCA
700,false,2182,1,PRAÇA DO CORREIO,JARDIM BRASIL
33468,false,2182,2,PRAÇA DO CORREIO,JARDIM BRASIL
909,false,2201,1,GUAIANAZES,DIVISA DE FERRAZ
33677,false,2201,2,GUAIANAZES,DIVISA DE FERRAZ
910,false,2202,1,GUAIANAZES,HOSPITAL ITAIM
33678,false,2202,2,GUAIANAZES,HOSPITAL ITAIM
33679,false,2203,2,SHOPPING PENHA,BURGO PAULISTA
911,false,2203,1,SHOPPING PENHA,BURGO PAULISTA
35036,true,2204,2,PÇA. DA SÉ,JD. GUANCA
2268,true,2204,1,PÇA. DA SÉ,JD. GUANCA
718,false,2290,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS
33486,false,2290,2,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS
34649,false,2290,2,TERM. PQ. D. PEDRO II,SÃO MATEUS
1881,false,2290,1,TERM. PQ. D. PEDRO II,SÃO MATEUS
249,false,233A,1,CERET,JD. HELENA
33017,false,233A,2,CERET,JD. HELENA
32923,false,233C,2,CERET,TERM. A.E. CARVALHO
155,false,233C,1,CERET,TERM. A.E. CARVALHO
32903,false,2363,2,TERMINAL PQ. D. PEDRO II,JD. DANFER
135,false,2363,1,TERMINAL PQ. D. PEDRO II,JD. DANFER
32978,false,2435,2,TERM. ARICANDUVA,JD. COIMBRA
210,false,2435,1,TERM. ARICANDUVA,JD. COIMBRA
32981,false,2451,2,TERM. ARICANDUVA,VILA SAO FRANCISCO
213,false,2451,1,TERM. ARICANDUVA,VILA SAO FRANCISCO
32906,false,2460,2,TERM. PQ. D.PEDRO II,CEMITERIO DA SAUDADE
138,false,2460,1,TERM. PQ. D.PEDRO II,CEMITERIO DA SAUDADE
139,false,2463,1,TERM. ARICANDUVA,BURGO PAULISTA
32907,false,2463,2,TERM. ARICANDUVA,BURGO PAULISTA
32983,false,2501,2,METRÔ CARRÃO,ERMELINO MATARAZZO
215,false,2501,1,METRÔ CARRÃO,ERMELINO MATARAZZO
33018,false,2523,2,TERM.PRINCESA ISABEL,VILA PROGRESSO
250,false,2523,1,TERM.PRINCESA ISABEL,VILA PROGRESSO
251,false,2523,1,TERM. PRINC. ISABEL,VILA PROGRESSO
33019,false,2523,2,TERM. PRINC. ISABEL,VILA PROGRESSO
32926,false,253F,2,TERM. SAO MATEUS,TERM. A.E. CARVALHO
158,false,253F,1,TERM. SAO MATEUS,TERM. A.E. CARVALHO
32909,false,2551,2,TERM. PQ. D.PEDRO II,TERM. A.E. CARVALHO
141,false,2551,1,TERM. PQ. D.PEDRO II,TERM. A.E. CARVALHO
142,false,2552,1,TERM. PQ. D.PEDRO II,VILA MARA
32910,false,2552,2,TERM. PQ. D.PEDRO II,VILA MARA
1717,false,2552,1,TERM. PQ. D.PEDRO II,JD. SÃO MARTINHO
34485,false,2552,2,TERM. PQ. D.PEDRO II,JD. SÃO MARTINHO
374,false,2582,1,TERM. PQ. D.PEDRO II,VILA NOVA CURUCA
33142,false,2582,2,TERM. PQ. D.PEDRO II,VILA NOVA CURUCA
34538,false,2582,2,TERM. PQ. D.PEDRO II,CID. PEDRO J. NUNES
1770,false,2582,1,TERM. PQ. D.PEDRO II,CID. PEDRO J. NUNES
33143,false,2583,2,TERM. ARICANDUVA,VILA CURUCA
375,false,2583,1,TERM. ARICANDUVA,VILA CURUCA
912,false,2590,1,PQ. D. PEDRO II,UNIAO DE VILA NOVA
33680,false,2590,2,PQ. D. PEDRO II,UNIAO DE VILA NOVA
33144,false,2626,2,TERM. PQ. D.PEDRO II,JD. NAZARE
376,false,2626,1,TERM. PQ. D.PEDRO II,JD. NAZARE
377,false,2628,1,TERM. ARICANDUVA,JD. NAZARE
33145,false,2628,2,TERM. ARICANDUVA,JD. NAZARE
1845,false,2628,1,TERM. SÃO MIGUEL,JD. NAZARE
34613,false,2628,2,TERM. SÃO MIGUEL,JD. NAZARE
33020,false,263C,2,COHAB II,JD. HELENA
252,false,263C,1,COHAB II,JD. HELENA
219,false,263J,1,CONJ. JOSE BONIFACIO,PENHA
32987,false,263J,2,CONJ. JOSE BONIFACIO,PENHA
33146,false,2666,2,TERM. PQ. D.PEDRO II,JD. CAMARGO VELHO
378,false,2666,1,TERM. PQ. D.PEDRO II,JD. CAMARGO VELHO
33147,false,2666,2,TERM. PQ. D.PEDRO II,JD. CAMARGO VELHO
379,false,2666,1,TERM. PQ. D.PEDRO II,JD. CAMARGO VELHO
383,false,2678,1,TERM. PQ. D.PEDRO II,OLIVEIRINHA
33151,false,2678,2,TERM. PQ. D.PEDRO II,OLIVEIRINHA
33155,false,2678,2,TERM. PQ. D. PEDRO II,JD. CAMARGO NOVO
387,false,2678,1,TERM. PQ. D. PEDRO II,JD. CAMARGO NOVO
33682,false,2702,2,METRÔ ARTUR ALVIM,VILA AMERICANA
